model,age_year,shutter_count,condition,has_box,price_used
Sony A6000,1,68868,good,0,7900
Sony A7II,9,6753,very_good,0,11100
Sony A1,3,135813,good,1,90000
Sony A9III,3,70756,fair,0,131590
Sony A6100,1,50069,good,0,15400
Sony A5000,9,32365,good,1,4390
Sony A6500,4,2608,very_good,0,17190
Sony FX30,3,2381,excellent,0,48300
Sony FX2,0,3476,excellent,0,83190
Sony A7SII,0,80945,good,1,19290
Sony ZV1,5,1072,very_good,0,15400
Sony A5100,5,8121,very_good,1,8190
Sony A7RIV,5,172704,fair,0,37500
Sony FX3,3,2777,very_good,0,105200
Sony A7V,1,13638,very_good,1,80390
Sony A9,2,39698,very_good,1,36490
Sony A6000,3,93191,good,1,8100
Sony A7V,0,8801,excellent,0,83790
Sony FX2,0,1615,very_good,0,77200
Sony A1,5,86416,good,1,88890
Sony A7III,6,67859,fair,0,20990
Sony A7RII,1,44444,very_good,1,19690
Sony ZV1,5,1250,excellent,1,14590
Sony A7R,0,43467,good,0,8900
Sony A6600,4,184835,poor,1,20700
Sony A6300,10,6595,good,0,11100
Sony A5100,0,94819,fair,0,5990
Sony A1II,1,16716,good,1,170090
Sony FX2,0,3776,very_good,0,83700
Sony A7IV,3,148387,good,1,42900
Sony FX30,3,1891,very_good,0,50690
Sony A6400,3,27523,very_good,0,18790
Sony A5000,10,8695,very_good,0,4990
Sony RX100VII,6,622,excellent,1,31590
Sony A7SII,11,27235,very_good,0,21700
Sony A1,1,34301,good,0,89700
Sony A7II,6,63489,good,1,10690
Sony ZV E10II,2,15011,good,1,28100
Sony A7R,6,279754,poor,1,7790
Sony A6400,6,19769,very_good,1,18500
Sony FX30,2,3597,excellent,0,51400
Sony ZV1F,4,297,very_good,1,10090
Sony A9III,1,2956,excellent,1,136500
Sony A6400,5,98084,good,1,15390
Sony A5100,1,46626,good,1,6800
Sony A7,8,100229,fair,0,6490
Sony A7II,12,47351,good,0,10290
Sony ZV1F,4,1424,very_good,0,10400
Sony ZV1F,3,934,excellent,0,10400
Sony A6300,3,84581,good,1,11000
Sony A9III,2,64422,fair,0,125890
Sony A1II,1,2905,good,1,166890
Sony RX100VII,5,1252,excellent,1,31490
Sony A6300,8,234495,fair,0,10590
Sony A9,0,4501,very_good,1,34190
Sony A6100,2,7954,very_good,0,17400
Sony A6500,0,214860,poor,1,15290
Sony FX3,5,1126,very_good,0,105390
Sony A5000,8,51788,fair,1,4390
Sony ZV E10,0,16353,very_good,0,17890
Sony A7RIV,0,7816,good,0,38390
Sony A1II,1,12042,very_good,1,179690
Sony A7,8,276,very_good,1,8600
Sony A7RV,2,78599,fair,0,82700
Sony ZV1,3,1795,excellent,0,14500
Sony A6400,7,12732,very_good,1,17800
Sony A6400,1,3870,very_good,1,19500
Sony A1II,1,/,excellent,0,181590
Sony A1II,0,7815,good,1,168000
Sony A9II,6,81661,good,0,74300
Sony A7IV,5,6965,very_good,1,52400
Sony A6700,3,9336,very_good,0,42000
Sony A7RII,0,48170,good,0,17100
Sony A7II,4,393451,poor,0,9000
Sony A7S,5,83009,fair,1,6990
Sony A1,3,151926,poor,1,89500
Sony A6100,4,6636,good,1,14900
Sony A7II,11,2272,very_good,0,12790
Sony A9III,3,69185,-,1,126490
Sony A5100,2,91864,fair,0,6390
Sony ZV1F,3,1270,very_good,1,10890
Sony A7SIII,6,3236,very_good,1,62500
Sony ZV E10II,2,13989,very_good,1,31890
Sony A7III,5,91687,fair,1,20500
Sony A7SIII,1,2876,excellent,1,58790
Sony A7,7,18355,very_good,0,8590
Sony A6100,7,21844,very_good,1,17400
Sony ZV1F,4,444,excellent,0,9600
Sony A1II,2,16313,very_good,1,183800
Sony A6500,3,98125,good,0,15200
Sony ZV1F,4,1079,very_good,0,10500
Sony ZV E10II,1,2297,very_good,1,29800
Sony A9II,3,83624,fair,0,70500
Sony A7,11,27016,good,1,7400
Sony A7RIII,6,46281,good,0,25100
Sony A7SIII,6,2017,very_good,1,63700
Sony A6500,10,32332,very_good,0,17700
Sony FX2,0,2043,excellent,0,79000
Sony A7III,6,47858,good,1,23200
Sony A6400,2,149320,good,1,16590
Sony A6600,5,52867,fair,1,21390
Sony A6400,2,84792,good,1,16590
Sony A7RIV,2,9134,good,1,37790
Sony A9III,1,287409,poor,0,129300
Sony A6300,8,93403,fair,1,10600
Sony A6700,1,7112,good,1,36400
Sony A6300,2,116136,good,1,11300
Sony A7S,6,948,excellent,0,9200
Sony A7RII,5,189037,poor,1,15690
Sony FX30,3,3648,excellent,0,48000
Sony FX3,2,3914,very_good,0,115700
Sony A6000,7,91059,good,0,8000
Sony FX30,1,3743,very_good,1,44590
Sony A1,0,6678,very_good,0,101500
Sony A1,4,93778,fair,0,90290
Sony A7V,1,12505,very_good,1,77700
Sony A6700,0,43315,very_good,0,36900
Sony A1,0,246853,poor,1,87600
Sony A5100,0,4549,excellent,0,8500
Sony A5100,5,58193,fair,1,6300
Sony A7RIV,7,55232,fair,0,37990
Sony A7IV,1,9575,good,1,41600
Sony ZV1F,4,1986,excellent,0,10500
Sony A7S,11,233625,fair,0,7000
Sony ZV1,6,840,very_good,0,14500
Sony A7IV,2,141252,fair,1,41290
Sony A7R,7,8853,good,1,8700
Sony A6000,10,8056,good,0,8300
Sony A9II,0,175374,fair,1,70800
Sony RX100VII,3,1357,excellent,1,28290
Sony ZV E10II,0,3417,very_good,0,29300
Sony A7S,0,62109,fair,0,7100
Sony A7RIII,2,121641,fair,1,22000
Sony RX100VII,3,809,excellent,0,30200
Sony A7III,1,299721,fair,1,18990
Sony FX2,0,1731,excellent,0,76500
Sony RX100VII,4,242,very_good,1,32300
Sony A9,0,138893,good,0,30700
Sony A7RIV,6,166095,poor,0,37890
Sony ZV1,3,1418,excellent,0,14700
Sony A6600,1,7622,very_good,1,27190
Sony FX30,0,3975,excellent,1,49200
Sony ZV E10,5,14143,good,1,15890
Sony A5100,3,158961,poor,1,5700
Sony RX100VII,1,1806,excellent,0,32000
Sony A7IV,4,62719,fair,0,40900
Sony A7RII,3,3573,excellent,0,19600
Sony ZV E10,0,170,excellent,1,16500
Sony A7RIII,7,90748,fair,0,22900
Sony FX2,0,2398,excellent,0,73600
Sony A7II,12,31476,very_good,1,12000
Sony A7III,0,16937,good,0,23800
Sony A6400,1,6118,very_good,0,17800
Sony A7V,1,15950,excellent,0,75990
Sony A6500,0,22419,good,0,15300
Sony A6400,5,6952,good,0,15200
Sony ZV1F,0,908,very_good,1,10100
Sony A7IV,3,191728,poor,0,39700
Sony A7S,5,7626,good,1,7900
Sony A7SII,10,198022,fair,0,17100
Sony A7R,10,96060,fair,1,8290
Sony A1,5,18096,good,1,90100
Sony A9,3,1049,very_good,1,35100
Sony A6400,5,94206,fair,0,14400
Sony FX3,2,1375,very_good,0,103700
Sony FX3,0,2314,very_good,0,108600
Sony FX30,0,2439,excellent,0,49190
Sony A7RII,6,7228,very_good,1,21000
Sony A7III,4,48639,good,1,22000
Sony FX30,3,2188,excellent,1,44300
Sony A7II,2,40966,good,0,10590
Sony A9III,1,87231,good,0,126090
Sony ZV1F,3,1955,excellent,0,9600
Sony A6500,2,/,fair,1,15400
Sony A6500,9,43070,good,1,15300
Sony A6700,2,90066,fair,0,37790
Sony A7S,1,19456,good,0,7290
Sony A7RIII,7,5459,very_good,1,30290
Sony A7RV,4,227060,poor,1,80700
Sony FX30,1,1487,excellent,0,47790
Sony A7IV,4,2189,very_good,0,47890
Sony A5000,10,6073,very_good,1,4900
Sony A6500,4,9581,very_good,1,15490
Sony A6400,2,232761,fair,1,14790
Sony A5000,10,7615,good,1,4300
Sony A9,8,325511,fair,1,30790
Sony RX100VII,4,128,excellent,0,31290
Sony A6000,6,1687,very_good,0,8900
Sony A7III,7,52198,good,1,24800
Sony A5000,2,6405,good,0,4400
Sony A5000,5,13371,??,0,5400
Sony A7III,0,3296,very_good,1,27900
Sony A7R,12,92196,good,0,8400
Sony A6300,0,242185,fair,0,10600
Sony ZV E10,3,12931,very_good,1,16490
Sony A6100,7,2178,very_good,0,17800
Sony A7,10,38398,good,1,7200
Sony A9,3,93465,fair,1,30990
Sony A6400,0,40107,very_good,1,18000
Sony A7,8,44412,good,0,7300
Sony A5100,5,82756,fair,0,6090
Sony A7SIII,5,3396,excellent,1,63800
Sony ZV E10,4,10839,very_good,0,17990
Sony A7RIII,8,1263,excellent,1,29590
Sony FX2,1,3195,very_good,0,75790
Sony A7S,8,235465,poor,0,6600
Sony A7S,0,246131,fair,0,6900
Sony A7RII,10,52179,fair,0,16090
Sony A1II,2,13917,good,1,165700
Sony A5000,0,9309,very_good,0,4890
Sony A7S,4,99596,fair,0,7100
Sony A6600,0,95311,fair,1,21590
Sony A1II,1,15979,excellent,1,195100
Sony A9,3,114250,good,0,31190
Sony A6100,0,64731,good,0,14600
Sony A7RIII,2,2622,excellent,1,28190
Sony A7III,3,213435,fair,1,21400
Sony A1II,2,11805,very_good,1,174200
Sony A1II,0,14065,very_good,1,178000
Sony A9II,4,233732,poor,0,67490
Sony A1,2,44736,good,1,90390
Sony A7RIII,8,7556,very_good,1,28690
Sony A7RV,3,3308,very_good,1,85600
Sony A6300,8,6553,very_good,1,11900
Sony A7SIII,1,1729,excellent,0,60890
Sony ZV E10,3,2954,excellent,1,17500
Sony ZV E10,2,6446,good,0,15690
Sony A7,7,4331,excellent,1,8600
Sony A7RII,10,72909,fair,0,16400
Sony A9II,1,79002,fair,1,71090
Sony A7IV,1,6887,good??,1,41990
Sony A5100,5,1161,excellent,1,8690
Sony A6100,2,239335,poor,1,13600
Sony A7V,1,18623,excellent,0,83200
Sony RX100VII,3,1023,excellent,0,28500
Sony A7RIV,1,3965,very_good,0,41300
Sony A1II,2,17019,excellent,1,198990
Sony RX100VII,1,1978,excellent,1,31700
Sony A7RII,5,4736,excellent,0,20400
Sony A6100,2,7713,good,0,15200
Sony A9,0,73516,fair,0,31290
Sony A9III,0,6249,very_good,1,132190
Sony A9II,2,81733,fair,0,70490
Sony A6400,4,39853,good,0,16690
Sony A9,8,44503,good,0,31590
Sony A7III,5,7810,very_good,1,29490
Sony A7III,0,20074,very_good,0,30000
Sony FX2,0,2938,very_good,1,83090
Sony RX100VII,0,1640,very_good,0,30000
Sony A1II,1,13267,excellent,0,185300
Sony A7RIII,3,67509,fair,0,22390
Sony A1,5,37328,very_good,0,105490
Sony A9,0,47871,very_good,1,34000
Sony ZV E10,2,608,very_good,1,17200
Sony A6000,10,80111,fair,0,7600
Sony A7R,4,4229,excellent,0,9490
Sony A6000,6,223032,good??,0,7590
Sony A6400,1,288413,fair,0,14600
Sony A6700,1,9173,good,0,36400
Sony A6700,2,178104,fair,0,38900
Sony A7III,0,2254,excellent,0,25690
Sony A7R,8,31117,good,1,9090
Sony A7SII,5,2750,very_good,1,22990
Sony A7SIII,5,3852,very_good,1,58300
Sony FX30,4,2860,very_good,1,48690
Sony A5000,8,7717,very_good,0,5290
Sony A6700,3,131976,fair,0,38000
